@relation 'train_Egokituta-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.instance.Randomize-S1-weka.filters.unsupervised.instance.RemovePercentage-P50.0-weka.filters.unsupervised.attribute.Reorder-R2-last,1'

@attribute etiqueta {DESC,ENTY,ABBR,HUM,NUM,LOC}
@attribute text string

@data
DESC,'What is the HIGHEST Roman numeral '
HUM,'What civilization invented the arch '
ENTY,'Name a film in which Jude Law acted .'
LOC,'Where can I find a  Fifth Element  screensaver '
ENTY,'What ice creams contain seaweed '
ENTY,'What do you call the feeling of having experienced something before '
LOC,'Where is the Orinoco '
DESC,'Why do men snore '
ENTY,'What sport is played on the largest field '
ENTY,'What s the most popular form of gambling with women in Las Vegas '
HUM,'Who is the actress Bette Davis once said she wished she looked like '
LOC,'What s the northernmost U.S. state apart from Alaska '
ENTY,'What carries sperm up into the pelvic region '
LOC,'Name the country of giants twelve times the size of man in  Gulliver s Travels . '
NUM,'How many eyes does a bat have '
NUM,'How long does it take the typical American to eat 23 quarts of ice cream '
NUM,'How many athletes did Puerto Rico enter in the 1984 Winter Olympics '
DESC,'What are equity securities '
NUM,'How old was Gene Siskel '
ENTY,'What non-alcoholic syrup is made from pomegranate juice '
HUM,'What president also became a supreme court justice '
LOC,'What U.S. state has the lowest highest elevation at 6 feet '
DESC,'What is an aurora '
DESC,'How do you exterminate bees that are in the walls of your home  Will bee eggs remain over winter '
DESC,'What is the history of skateboarding '
NUM,'How many countries watch MTV Europe '
HUM,'Who was the 1st U.S. President '
DESC,'What is Margaret Thatcher known for '
DESC,'What is a cake of soap '
LOC,'What mountainous region of the world is the Lhasa Apso dog native to '
DESC,'Why are haunted houses popular '
HUM,'What President was buried at his ancestral home overlooking the Hudson River at Hyde Park '
NUM,'How many times more than 3'
HUM,'What part did John Peter Zenger play in the deveopment of the newspaper in America '
DESC,'What are manifest and latent function theories '
DESC,'What would happen to Canada if Quebec separated '
ENTY,'What film opens with an assassin tumbling from the Seattle Space Needle '
NUM,'When will Jean Aeul publish her next book '
HUM,'What character in The Beverly Hillbillies has the given names Daisy Moses '
HUM,'Name 11 famous martyrs .'
HUM,'What group starred in the movie Rock Around the Clock '
NUM,'How many Canadians emmigrate each year '
LOC,'What island was the target of the U.S. s Operation Urgent Fury '
ABBR,'What does Ms. '
HUM,'What character did Tex Avery first create upon arriving at MGM '
DESC,'What does the Latin ante mortem mean '
DESC,'How do you make a million bucks '
LOC,'What s the second-largest island in the world '
DESC,'What is the  fourth dimension  '
LOC,'What state s home to the Buffalo Bill Historical Center '
DESC,'What is the S&P 500 used for '
NUM,'What number of American soldiers remain unaccounted from the Vietnam war '
NUM,'How many years did it take James Joyce to write Ulysses '
DESC,'What s the difference between J.D. and LL.M. '
HUM,'What female suspect in the game of Clue is single '
HUM,'Who painted  Soft Self-Portrait with Grilled Bacon  '
HUM,'What is the best college in the country '
DESC,'How does the car in  Christine  become possessed '
NUM,'How high must a mountain be to be called a mountain '
DESC,'What is a Devo hat '
DESC,'What are tannins '
DESC,'What are the seven virtues '
ENTY,'What is a fear of slime '
ENTY,'Names of books by James A. Michener set in the following locations '
LOC,'Where s Montenegro '
ENTY,'What is the name of the art of growing miniature trees '
NUM,'What is the telephone number for the University of Kentucky '
HUM,'Who won the first World Series '
ENTY,'What does a farrier put shoes on '
ENTY,'Name one of the Seven Wonders of the Ancient World .'
DESC,'What is the difference between a college and a university '
DESC,'What is  Chicago Hope  '
NUM,'How many pitchers occupy the shelf beside the crouching woman in Edgar Degas s 1886 painting The Tub '
ABBR,'CNN is an acronym for what '
HUM,'What lawyer won the largest divorce settlement '
ENTY,'What currency is used in Australia '
DESC,'How would someone go about becoming an organ donor '
NUM,'How many times can a nickel-cadmium rechargeable battery be recharged '
HUM,'Who was the famous door-to-door brush salesman '
ABBR,'What is the abbreviated term used for the National Bureau of Investigation '
NUM,'How many Leos have been Pope '
LOC,'What country was Brian Boru an 11th-century king of '
NUM,'How many Marx Brothers were there '
DESC,'Where does  bovine  come from '
NUM,'What date is Boxing Day '
HUM,'What World War II leader declared :  The blow has been struck  '
ENTY,'What is a good book to read for people who hate to read '
HUM,'Who killed Caesar '
LOC,'Where was chop suey invented '
ENTY,'What s the singular of dice '
HUM,'Who was the star of the 1965 Broadway hit Golden Boy '
NUM,'What is the normal resting heart rate of a healthy adult '
ENTY,'What was the non-fiction best-seller of 1952 '
NUM,'What s the Fahrenheit equivalent of zero degrees centigrade '
NUM,'How many inches over six feet is Tom Selleck '
DESC,'What is nuclear proliferation '
ENTY,'The second most popular sport worldwide is what '
HUM,'What actor was the first man to appear on the cover of McCall s '
LOC,'What country is bounded in part by the Indian Ocean and Coral and Tasman seas '
HUM,'Who was Shakespeare s Moorish general '
LOC,'What is the location of Edinburgh '
NUM,'How many states have a  lemon law  for new automobiles '
DESC,'What is the origin of the word nevermind '
NUM,'How many lakes are there on the Earth '
HUM,'What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years '
ENTY,'What type of currency is used in China '
HUM,'Who was the first woman to run the mile in less than 4 36893 minutes '
ENTY,'What three colors of ink are used to print a U.S. dollar bill '
LOC,'What country boasts the most dams '
HUM,'What future President became Senate majority whip under Harry Truman '
HUM,'Who reports the weather on the  Good Morning America  television show '
HUM,'Who is Samuel Pickering '
LOC,'What were the cities of Dickens s A Tale of Two Cities '
ENTY,'What s the most extensively grown and eaten food '
DESC,'What are pomegranates '
DESC,'What is main reason for that electric vehicles can t be popular nowadays '
LOC,'What city was Martin Luther King Jr. assassinated in '
HUM,'Who is the president of Bolivia '
LOC,'What park contains Firehole River and Fairy Falls '
DESC,'Why do some jets have a vapor trail '
ENTY,'What was Dwight Eisenhower s favorite card game '
LOC,'Where can I find correct tabs for Third Eye Blind songs '
DESC,'What do the 12 days of Christmas mean '
HUM,'Who sings Angel Eyes from the 80 s '
LOC,'Where does chocolate come from '
HUM,'Who are the two sons of Ozzie and Harriet Nelson '
NUM,'When did Nostradamus believe World War III would begin '
NUM,'What is the current ticket fare from from Cairo to Barbados '
NUM,'What is the population of Japan '
ENTY,'What was the name of Roy Rogers s dog '
HUM,'Who played the title role in The Romantic Englishwoman '
DESC,'What do I need to do to take my dog with me to live in Dominica '
HUM,'What diminutive American female gymnast stole the show at the 1984 Olympics '
HUM,'Which former Ku Klux Klan member won an elected office in the U.S. '
NUM,'What season does a hiemal activity normally take place in '
LOC,'What country borders the most others '
HUM,'What U.S. President had brothers-in-law in the Confederate army '
ENTY,'What is the longest English word '
ENTY,'What is a fear of being cold '
NUM,'When was the Parthenon built '
ENTY,'What plant has the largest seed '
HUM,'What corporation does Madonna advertise for '
DESC,'What is  the washed vodka  '
DESC,'What is sound '
LOC,'Where did Hillary Clinton graduate college '
ENTY,'What is the dialogue circle in cartoons called '
LOC,'What famed river was Hernando de Soto the first European to see '
LOC,'What s the capital of Monaco '
HUM,'What famous comic strip character died of acne '
ENTY,'What is the name of the  female  counterpart to El Nino '
NUM,'How many electoral votes does it take to win presidency '
ENTY,'What whisky is  known by the company it keeps  '
LOC,'What nationality is Ileana Cotrubas '
HUM,'What is the real name of the singer '
DESC,'What is osteichthyes '
LOC,'What ocean does Mauritania border '
HUM,'Which college did Dikembe Mutombo play basketball at '
LOC,'Where can I find information about Bob Barr '
LOC,'What is the world s highest peak '
DESC,'What made Jane Goodall famous '
NUM,'How many zeros are there in a trillion '
HUM,'Who is Snoopy s arch-enemy '
ENTY,'What s the favorite food of dragonflies '
HUM,'What company is being bought by Yahoo and how much is the deal worth '
DESC,'How does a copier work '
LOC,'Where can I find all the information I need to know about the English Civil War '
ENTY,'In what war was the first submarine used '
NUM,'When was Christ born '
NUM,'How much money are Dumbo s ears insured for '
DESC,'What is the Socratic method '
LOC,'Where on the Internet can I get chemicals importers '
ENTY,'What are some good exercises for kids to do '
LOC,'Where did guinea pigs originate '
ENTY,'What is the name of the second space shuttle '
DESC,'How can I give myself a French manicure '
ABBR,'What does SIDS stand for '
DESC,'Why was Muhammad Ali stripped of his title and barred from boxing in 1967 '
DESC,'What is the origin of the name Katie '
NUM,'What year were the Olympic Games played in where Nadia Comaneci became popular '
ENTY,'What kind of animal is Babar '
HUM,'What company started out making pies '
DESC,'What is a pyrotechnic display '
DESC,'What is a wart '
NUM,'What was the price of Varian Associates  vacuum products division '
HUM,'Who is the richest woman in the world '
HUM,'What army s motto is Blood and Fire '
HUM,'Who created the World Wide Web '
DESC,'What is time '
ENTY,'What medium is Stuart Hamblen the first singing cowboy in '
DESC,'What is the function of RAM '
HUM,'Name of the powerful white trader in Conrad s  Heart of Darkness  '
DESC,'How do you write a correct critical analysis of a poem '
HUM,'Who was Randy Steven Craft s lawyer '
ENTY,'What card game has variations called Canfield '
LOC,'Where can I read about Chiang Kai-shek '
ENTY,'What species was Winnie the Pooh '
LOC,'Where can I find a person s address from a telephone number '
ENTY,'What TV station did Mary Richards work for '
ENTY,'What Broadway musical was inspired by Cervantes s Don Quixote '
NUM,'How many chairs are shown in Vincent Van Gogh s 188 work The Artist s Room in Arles '
LOC,'What Caribbean island is sometimes called Little England '
HUM,'What are the names of Richard Nixon s two daughters '
LOC,'What U.S. state borders Illinois to the north '
NUM,'How many megawatts will the power project in Indonesia '
DESC,'How is silk screening done '
LOC,'Where did makeup originate '
ABBR,'What is the abbreviated form of the National Bureau of Investigation '
LOC,'What constellation contains the twins Castor and Pollux '
DESC,'What is a  borrow pit  '
HUM,'What schools in the Washington '
DESC,'How does Belle describe her life in Beauty and the Beast '
ENTY,'What does a phobophobe fear '
DESC,'How do I find a web address for a company '
ENTY,'What musical instrument did Prewitt play in James Jones s From Here to Eternity '
LOC,'Where are the busiest Amtrak rail stations in the U.S. '
DESC,'What makes you fat '
NUM,'How many types of dogs  tails are there - three'
